EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000175952911377,0,1,INITIAL_BUFFERING,Writing,45226
0.00104594230652,0,1,PLAY,InitialBuffering-Play,0
0.00202488899231,0,0,PLAY,StillPlaying,45226
1.7649679184,1,1,PLAY,Writing,88783.0
3.39395689964,3,2,PLAY,Writing,128503.0
4.00308084488,4,1,PLAY,StillPlaying,88783.0
6.15438890457,6,2,PLAY,Writing,177437.0
8.00285100937,8,1,PLAY,StillPlaying,128503.0
9.18700504303,9,2,PLAY,Writing,217761.0
12.003098011,12,1,PLAY,StillPlaying,177437.0
12.0079848766,12,2,PLAY,Writing,255865.0
14.1199760437,14,3,PLAY,Writing,217761.0
16.0028548241,16,2,PLAY,StillPlaying,217761.0
16.9827969074,16,3,PLAY,Writing,255865.0
19.57584095,19,4,PLAY,Writing,323047.0
20.00283885,20,3,PLAY,StillPlaying,255865.0
22.2926638126,22,4,PLAY,Writing,378355.0
24.0029578209,24,3,PLAY,StillPlaying,217761.0
25.2243349552,25,4,PLAY,Writing,509091.0
28.0028400421,28,3,PLAY,StillPlaying,255865.0
29.8006529808,29,4,PLAY,Writing,378355.0
32.0029559135,32,3,PLAY,StillPlaying,323047.0
33.4936070442,33,4,PLAY,Writing,509091.0
36.0028378963,36,3,PLAY,StillPlaying,378355.0
36.2486169338,36,4,PLAY,Writing,577751.0
39.2365949154,39,5,PLAY,Writing,509091.0
40.0028378963,40,4,PLAY,StillPlaying,509091.0
42.8279838562,42,5,PLAY,Writing,577751.0
44.0028238297,44,4,PLAY,StillPlaying,378355.0
46.9730348587,46,5,PLAY,Writing,509091.0
48.0029399395,48,4,PLAY,StillPlaying,509091.0
51.2208309174,51,5,PLAY,Writing,577751.0
52.0028469563,52,4,PLAY,StillPlaying,577751.0
56.0028729439,56,3,PLAY,StillPlaying,509091.0
59.3167350292,59,4,PLAY,Writing,378355.0
60.0028319359,60,3,PLAY,StillPlaying,577751.0
61.6069419384,61,4,PLAY,Writing,323047.0
64.0028309822,64,3,PLAY,StillPlaying,509091.0
64.4729540348,64,4,PLAY,Writing,255865.0
66.8063180447,66,5,PLAY,Writing,323047.0
68.0028309822,68,4,PLAY,StillPlaying,577751.0
68.8800258636,68,5,PLAY,Writing,255865.0
71.5079770088,71,6,PLAY,Writing,323047.0
72.0028238297,72,5,PLAY,StillPlaying,378355.0
74.8849890232,74,6,PLAY,Writing,378355.0
76.0028309822,76,5,PLAY,StillPlaying,323047.0
78.2212660313,78,6,PLAY,Writing,323047.0
80.0028219223,80,5,PLAY,StillPlaying,255865.0
81.3020818233,81,6,PLAY,Writing,255865.0
83.5144939423,83,7,PLAY,Writing,217761.0
84.0027878284,84,6,PLAY,StillPlaying,323047.0
85.6592278481,85,7,PLAY,Writing,255865.0
88.002797842,88,6,PLAY,StillPlaying,255865.0
88.5926618576,88,7,PLAY,Writing,323047.0
92.0028710365,92,6,PLAY,StillPlaying,323047.0
96.0029249191,96,5,PLAY,StillPlaying,378355.0
100.002775908,100,4,PLAY,StillPlaying,323047.0
104.002765894,104,3,PLAY,StillPlaying,255865.0
108.002888918,108,2,PLAY,StillPlaying,217761.0
112.002748966,112,1,PLAY,StillPlaying,255865.0
116.003059864,116,0,PLAY,StillPlaying,323047.0
120.002907991,120,0,STOP,Stopped,0
