EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000173091888428,0,1,INITIAL_BUFFERING,Writing,45226
0.00060510635376,0,1,PLAY,InitialBuffering-Play,0
0.00118112564087,0,0,PLAY,StillPlaying,45226
2.40499711037,2,1,PLAY,Writing,88783.0
4.00196814537,4,0,PLAY,StillPlaying,88783.0
4.83371806145,4,1,PLAY,Writing,128503.0
6.99674510956,6,2,PLAY,Writing,177437.0
8.00220608711,8,1,PLAY,StillPlaying,128503.0
10.7807610035,10,2,PLAY,Writing,217761.0
12.0022380352,12,1,PLAY,StillPlaying,177437.0
14.1715300083,14,2,PLAY,Writing,177437.0
16.0020129681,16,1,PLAY,StillPlaying,217761.0
17.0808451176,17,2,PLAY,Writing,217761.0
20.0019681454,20,1,PLAY,StillPlaying,177437.0
20.1731741428,20,2,PLAY,Writing,177437.0
22.4964001179,22,3,PLAY,Writing,217761.0
24.0019631386,24,2,PLAY,StillPlaying,217761.0
25.3794291019,25,3,PLAY,Writing,255865.0
27.8340420723,27,4,PLAY,Writing,217761.0
28.0018689632,28,3,PLAY,StillPlaying,177437.0
31.1842951775,31,4,PLAY,Writing,255865.0
32.0017859936,32,3,PLAY,StillPlaying,217761.0
33.8627910614,33,4,PLAY,Writing,323047.0
36.0021009445,36,3,PLAY,StillPlaying,255865.0
38.1350200176,38,4,PLAY,Writing,378355.0
40.0017399788,40,3,PLAY,StillPlaying,217761.0
40.8522191048,40,4,PLAY,Writing,323047.0
43.4915220737,43,5,PLAY,Writing,378355.0
44.0017120838,44,4,PLAY,StillPlaying,255865.0
45.763780117,45,5,PLAY,Writing,323047.0
48.0017149448,48,4,PLAY,StillPlaying,323047.0
50.1547169685,50,5,PLAY,Writing,378355.0
52.0019931793,52,4,PLAY,StillPlaying,378355.0
52.95571208,52,5,PLAY,Writing,323047.0
55.5176141262,55,6,PLAY,Writing,378355.0
56.0017931461,56,5,PLAY,StillPlaying,323047.0
59.7353680134,59,6,PLAY,Writing,323047.0
60.0017821789,60,5,PLAY,StillPlaying,378355.0
63.8305490017,63,6,PLAY,Writing,378355.0
64.0017869473,64,5,PLAY,StillPlaying,323047.0
66.8733789921,66,6,PLAY,Writing,323047.0
68.0017991066,68,5,PLAY,StillPlaying,378355.0
69.6184120178,69,6,PLAY,Writing,378355.0
72.0017299652,72,5,PLAY,StillPlaying,323047.0
73.0393719673,73,6,PLAY,Writing,323047.0
75.6508920193,75,7,PLAY,Writing,255865.0
76.0017709732,76,6,PLAY,StillPlaying,378355.0
80.0018470287,80,5,PLAY,StillPlaying,323047.0
80.086411953,80,6,PLAY,Writing,323047.0
82.5943901539,82,7,PLAY,Writing,217761.0
84.0020411015,84,6,PLAY,StillPlaying,378355.0
84.7612781525,84,7,PLAY,Writing,255865.0
86.9043769836,86,8,PLAY,Writing,217761.0
88.0018401146,88,7,PLAY,StillPlaying,323047.0
92.002243042,92,6,PLAY,StillPlaying,378355.0
96.0017411709,96,5,PLAY,StillPlaying,323047.0
100.001750946,100,4,PLAY,StillPlaying,255865.0
104.001749039,104,3,PLAY,StillPlaying,323047.0
108.001749992,108,2,PLAY,StillPlaying,217761.0
112.0017941,112,1,PLAY,StillPlaying,255865.0
116.001744986,116,0,PLAY,StillPlaying,217761.0
120.001887083,120,0,STOP,Stopped,0
